Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,tiempo de entrega (product.metafields.custom.delivery_time),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Diseño del panel del disyuntor (product.metafields.shopify.circuit-breaker-design),Tipo de disyuntor (product.metafields.shopify.circuit-breaker-type),Color (product.metafields.shopify.color-pattern),Tecnología de pantalla (product.metafields.shopify.display-technology),Material de la herramienta (product.metafields.shopify.hardware-material),Color de la luz (product.metafields.shopify.light-color),Material (product.metafields.shopify.material),Uso recomendado (product.metafields.shopify.recommended-use),Tipo de disparo (product.metafields.shopify.trip-type),Material del alambre/cuerda (product.metafields.shopify.wire-rope-material),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Buscar impulsos de productos (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Included / Internacional,Price / Internacional,Compare At Price / Internacional,Status
pinza-amperimetrica-fluke-902-fc-hvac-true-rms,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/71uOt4rDo0L._SL1500.jpg?v=1736355202,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinza-amperimetrica-fluke-902-fc-hvac-true-rms,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/81stt63hf7L._SL1500.jpg?v=1736355202,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinza-amperimetrica-fluke-323,Pinza amperimétrica Fluke 323,"<h3><strong>Fluke 323 Clamp Meter: Precisión y Confiabilidad para Electricistas Residenciales y Comerciales</strong></h3>
<p>El multímetro digital <strong>Fluke 323</strong> es una herramienta esencial diseñada para electricistas que requieren mediciones precisas y confiables. Ideal para aplicaciones residenciales y comerciales, este medidor ofrece una amplia funcionalidad respaldada por la calidad de Fluke.</p>
<h4><strong>Características principales:</strong></h4>
<ul>
<li>
<strong>Mediciones versátiles:</strong> Capacidad para medir corriente alterna (AC) hasta <strong>400 A</strong>, voltaje AC/DC hasta <strong>600 V</strong>, y resistencia hasta <strong>4 kΩ</strong>. Este modelo no mide corriente directa (DC).</li>
<li>
<strong>Tecnología True RMS:</strong> Proporciona lecturas precisas en cargas lineales y no lineales, sin importar la forma de onda.</li>
<li>
<strong>Apertura de mordaza:</strong> Permite medir corriente en conductores de hasta <strong>30 mm</strong> sin contacto directo ni interrupción del circuito.</li>
<li>
<strong>Sensor de continuidad audible:</strong> Confirma si el circuito conduce electricidad, asegurando una evaluación rápida y eficiente.</li>
</ul>
<h4><strong>Seguridad y estándares:</strong></h4>
<p>Cumple con los estándares de seguridad <strong>IEC 61010-1</strong> y está clasificado para:</p>
<ul>
<li>
<strong>CAT IV</strong> a 300 V</li>
<li>
<strong>CAT III</strong> a 600 V</li>
</ul>
<p>Estas certificaciones aseguran un rendimiento seguro en entornos exigentes.</p>
<h4><strong>Durabilidad y comodidad:</strong></h4>
<p>Incluye un estuche de transporte blando que facilita su protección y transporte. Además, el <strong>Fluke 323</strong> cuenta con una garantía limitada de <strong>1 año</strong>, respaldando su confiabilidad y calidad.</p>
<p> </p>
<p> </p>
<p> </p>",Wattio,Bricolaje > Herramientas > Sensores y herramientas de medida > Herramientas para mediciones eléctricas > Probadores de circuitos,"",Baja tensión,true,Title,Default Title,,,,,,,,"",0.0,,0,continue,manual,849900.00,1200000.00,true,true,'0195112030332,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/Fluke_323.jpg?v=1736354010,1,"",false,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,kg,,671000.00,true,,,true,,,active
pinza-amperimetrica-fluke-323,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/Fluke_3231.jpg?v=1736354010,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinza-amperimetrica-fluke-323,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/Fluke_3232.jpg?v=1736354010,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinza-amperimetrica-fluke-323,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/Fluke_3233.jpg?v=1736354010,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinza-amperimetrica-fluke-323,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/Fluke_3234.jpg?v=1736354010,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toma-aerea-en-caucho-tipo-domestico-15a,Toma Aérea en Caucho Tipo Doméstico 15A,"<p>La <strong>Toma Aérea en Caucho Tipo Doméstico 15A</strong> es un dispositivo esencial para conexiones eléctricas en entornos residenciales, diseñado para ofrecer seguridad y durabilidad en el uso diario.</p>
<p><strong>Beneficios:</strong></p>
<ul>
<li>
<p><strong>Durabilidad:</strong> Fabricada en caucho resistente, esta toma aérea soporta el desgaste cotidiano, garantizando una larga vida útil.</p>
</li>
<li>
<p><strong>Seguridad:</strong> Sus herrajes internos proporcionan un contacto firme y seguro con las clavijas, minimizando riesgos eléctricos.</p>
</li>
<li>
<p><strong>Versatilidad:</strong> Ideal para conectar diversos dispositivos eléctricos de consumo medio en el hogar.</p>
</li>
</ul>
<p><strong>Características Principales:</strong></p>
<ul>
<li>
<p><strong>Materiales de Calidad:</strong> Construida con un cuerpo de caucho aislante y contactos de cobre que aseguran una excelente conductividad eléctrica.</p>
</li>
<li>
<p><strong>Herrajes Dobles en V:</strong> Diseñados para mejorar el contacto con la clavija, ofreciendo una conexión más estable y eficiente.</p>
</li>
<li>
<p><strong>Diseño Compacto:</strong> Su estructura permite una fácil instalación y manipulación en diferentes espacios domésticos.</p>
</li>
</ul>
<p><strong>Especificaciones Técnicas:</strong></p>
<ul>
<li>
<p><strong>Amperaje:</strong> 15 amperios.</p>
</li>
<li>
<p><strong>Voltaje Máximo:</strong> 250 voltios.</p>
</li>
<li>
<p><strong>Material del Cuerpo:</strong> Caucho aislante.</p>
</li>
<li>
<p><strong>Material de los Contactos:</strong> Cobre.</p>
</li>
</ul>
<p><strong>Aplicaciones:</strong></p>
<p>Esta toma aérea es adecuada para:</p>
<ul>
<li>
<p>Conectar electrodomésticos de consumo medio.</p>
</li>
<li>
<p>Extensiones eléctricas en áreas donde se requiere movilidad.</p>
</li>
<li>
<p>Uso en talleres domésticos para herramientas eléctricas ligeras.</p>
</li>
</ul>
<p><strong>Certificaciones:</strong></p>
<p>Este producto cumple con las normativas de seguridad eléctrica vigentes en Colombia, garantizando un uso confiable en instalaciones residenciales.</p>
<p><strong>Recomendaciones de Uso:</strong></p>
<ul>
<li>
<p>Antes de su instalación, asegúrese de que la toma aérea esté en perfectas condiciones y que la instalación eléctrica cumpla con los estándares de seguridad.</p>
</li>
<li>
<p>No exceda la capacidad de amperaje indicada para evitar sobrecalentamientos o posibles fallas.</p>
</li>
<li>
<p>Consulte a un profesional eléctrico si tiene dudas sobre la instalación o el uso adecuado del dispositivo.</p>
</li>
</ul>
<p>La <strong>Toma Aérea en Caucho Tipo Doméstico 15A</strong> es una solución confiable y eficiente para sus necesidades eléctricas en el hogar, combinando materiales de alta calidad con un diseño pensado para la seguridad y comodidad del usuario.</p>",Mi tienda,Bricolaje > Suministros eléctricos > Accesorios para cables de extensión,"",Comercial / Residencial,true,Title,Default Title,,,,,,,,,0.0,shopify,50,continue,manual,3841.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/TomaAereaenCauchoTipoDomestico15A.png?v=1735504804,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,false,,,active
clavija-en-caucho-de-pata-plana-tipo-domestico-15a,Clavija en Caucho de Pata Plana Tipo Doméstico 15A,"<p>La <strong>Clavija en Caucho de Pata Plana Tipo Doméstico 15A</strong> es un componente esencial para garantizar conexiones eléctricas seguras y eficientes en entornos residenciales.</p>
<p><strong>Beneficios:</strong></p>
<ul>
<li>
<p><strong>Durabilidad:</strong> Fabricada en caucho resistente, esta clavija soporta el uso diario y condiciones ambientales adversas, asegurando una larga vida útil.</p>
</li>
<li>
<p><strong>Seguridad:</strong> Sus contactos de cobre proporcionan una excelente conductividad eléctrica, reduciendo el riesgo de sobrecalentamientos y fallos eléctricos.</p>
</li>
<li>
<p><strong>Fácil Instalación:</strong> Diseñada ergonómicamente con una grapa de sujeción al conductor, facilita una conexión rápida y segura.</p>
</li>
</ul>
<p><strong>Características Principales:</strong></p>
<ul>
<li>
<p><strong>Material del Cuerpo:</strong> Caucho aislante de alta calidad que ofrece resistencia mecánica y protección contra descargas eléctricas.</p>
</li>
<li>
<p><strong>Contactos:</strong> Fabricados en cobre, garantizando una óptima conductividad y minimizando pérdidas de energía.</p>
</li>
<li>
<p><strong>Diseño de Pata Plana:</strong> Adecuado para la mayoría de las tomas domésticas, asegurando compatibilidad y facilidad de uso.</p>
</li>
</ul>
<p><strong>Especificaciones Técnicas:</strong></p>
<ul>
<li>
<p><strong>Amperaje:</strong> 15 amperios.</p>
</li>
<li>
<p><strong>Voltaje Máximo:</strong> 250 voltios.</p>
</li>
<li>
<p><strong>Dimensiones Aproximadas:</strong> Alto: 30.40 mm, Ancho: 30.40 mm, Largo: 51.60 mm. <span><span data-state=""closed"" class=""""></span></span></p>
<p> </p>
</li>
</ul>
<p><strong>Aplicaciones:</strong></p>
<p>Esta clavija es ideal para:</p>
<ul>
<li>
<p>Conectar electrodomésticos de consumo medio como lámparas, ventiladores y pequeños electrodomésticos de cocina.</p>
</li>
<li>
<p>Reparaciones o reemplazos de clavijas en cables de extensión utilizados en el hogar.</p>
</li>
<li>
<p>Proyectos de bricolaje que requieren conexiones eléctricas seguras y confiables.</p>
</li>
</ul>
<p><strong>Certificaciones:</strong></p>
<p>Este producto cumple con las normativas de seguridad eléctrica vigentes en Colombia, garantizando un uso confiable en instalaciones residenciales.</p>
<p><strong>Recomendaciones de Uso:</strong></p>
<ul>
<li>
<p>Antes de su instalación, verifique que la clavija esté en perfectas condiciones y que el cable a conectar sea adecuado para la capacidad de 15A.</p>
</li>
<li>
<p>No exceda la capacidad de amperaje indicada para evitar sobrecalentamientos o posibles fallas.</p>
</li>
<li>
<p>Si no está familiarizado con la instalación de componentes eléctricos, consulte a un profesional para asegurar una conexión correcta y segura.</p>
</li>
</ul>
<p>La <strong>Clavija en Caucho de Pata Plana Tipo Doméstico 15A</strong> es una solución confiable y eficiente para sus necesidades eléctricas en el hogar, combinando materiales de alta calidad con un diseño pensado para la seguridad y comodidad del usuario.</p>",Mi tienda,Bricolaje > Suministros eléctricos > Accesorios para cables de extensión,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,50,continue,manual,2560.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/ClavijaenCauchodePataPlanaTipoDomestico15A_91748110-f2df-46f5-a2d1-b1fd54a45472.png?v=1735504821,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,false,,,active
toma-doble-smart-home-black-wifi,Toma Doble Smart Home Black/WiFi,"<p>La <strong>Toma Doble Smart Home Black/WiFi</strong> es una solución avanzada para modernizar y automatizar las conexiones eléctricas en su hogar, permitiendo el control remoto de dispositivos y mejorando la eficiencia energética.</p>
<p><strong>Beneficios:</strong></p>
<ul>
<li>
<p><strong>Control Remoto:</strong> Administre los dispositivos conectados desde cualquier lugar a través de aplicaciones móviles compatibles, como Tuya Smart y Mercury Smart Home.</p>
</li>
<li>
<p><strong>Compatibilidad con Asistentes de Voz:</strong> Funciona con Amazon Alexa y Google Assistant, facilitando el control mediante comandos de voz. <span><span data-state=""closed"" class=""""></span></span></p>
</li>
<li>
<p><strong>Programación Personalizada:</strong> Establezca horarios de encendido y apagado para optimizar el consumo energético y adaptarse a su rutina diaria.</p>
</li>
</ul>
<p><strong>Características Principales:</strong></p>
<ul>
<li>
<p><strong>Diseño Elegante:</strong> Acabado en color negro con superficie táctil de vidrio, aportando un toque moderno y sofisticado a cualquier espacio. <span><span data-state=""closed"" class=""""></span></span></p>
</li>
<li>
<p><strong>Conectividad WiFi:</strong> Compatible con redes WiFi de 2.4GHz, asegurando una conexión estable y rápida para el control de los dispositivos. <span><span data-state=""closed"" class=""""></span></span></p>
</li>
<li>
<p><strong>Fácil Instalación:</strong> Diseñada para reemplazar tomas tradicionales, se instala de manera sencilla en las cajas de pared estándar.</p>
</li>
</ul>
<p><strong>Especificaciones Técnicas:</strong></p>
<ul>
<li>
<p><strong>Corriente Nominal:</strong> 15A. <span><span data-state=""closed"" class=""""></span></span></p>
<p> </p>
</li>
<li>
<p><strong>Voltaje Nominal:</strong> 125V. <span><span data-state=""closed"" class=""""></span></span></p>
<p> </p>
</li>
<li>
<p><strong>Material:</strong> Policarbonato resistente y duradero. <span><span data-state=""closed"" class=""""></span></span></p>
<p> </p>
</li>
<li>
<p><strong>Dimensiones:</strong> Compatibles con las cajas de instalación estándar, facilitando su integración en diversas configuraciones eléctricas.</p>
</li>
</ul>
<p><strong>Aplicaciones:</strong></p>
<ul>
<li>
<p><strong>Automatización del Hogar:</strong> Ideal para controlar lámparas, electrodomésticos y otros dispositivos eléctricos de forma remota.</p>
</li>
<li>
<p><strong>Escenarios Personalizados:</strong> Permite crear rutinas y escenas adaptadas a sus necesidades, mejorando la comodidad y eficiencia en el hogar.</p>
</li>
<li>
<p><strong>Ahorro Energético:</strong> Ayuda a reducir el consumo de energía al programar el apagado de dispositivos no utilizados.</p>
</li>
</ul>
<p><strong>Certificaciones:</strong></p>
<p>Este producto cumple con las normativas de seguridad eléctrica vigentes, garantizando un uso confiable en instalaciones residenciales.</p>
<p><strong>Recomendaciones de Uso:</strong></p>
<ul>
<li>
<p><strong>Conexión a Red WiFi:</strong> Asegúrese de que su red WiFi opere en la banda de 2.4GHz para garantizar la compatibilidad.</p>
</li>
<li>
<p><strong>Aplicaciones Compatibles:</strong> Descargue las aplicaciones recomendadas (Tuya Smart o Mercury Smart Home) para aprovechar todas las funcionalidades del dispositivo.</p>
</li>
<li>
<p><strong>Asistencia Profesional:</strong> Si no está familiarizado con la instalación de dispositivos eléctricos, consulte a un electricista certificado para una instalación segura.</p>
</li>
</ul>
<p>La <strong>Toma Doble Smart Home Black/WiFi</strong> es una excelente opción para quienes buscan integrar tecnología inteligente en su hogar, ofreciendo control, comodidad y eficiencia en el manejo de dispositivos eléctricos.</p>",Mi tienda,Bricolaje > Suministros eléctricos > Enchufes de pared > Enchufes de pared,"",Comercial / Residencial,true,Title,Default Title,,,,,,,,,0.0,shopify,50,continue,manual,67347.00,,true,false,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/TomaDobleSmartHomeBlack_WiFi.png?v=1735504854,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,false,,,active
toma-doble-smart-home-black-wifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0899/2345/3214/files/TomaDobleSmartHomeBlack_WiFi1.png?v=1735504854,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
